fecha,positivoACOMAYO,positivo_rapidaACOMAYO,positivo_molecularACOMAYO,muestraACOMAYO,muestra_rapidaACOMAYO,muestra_molecularACOMAYO,sintomaticosACOMAYO,defuncionesACOMAYO,inicioACOMAYO,inicio_molecularACOMAYO,inicio_rapidaACOMAYO,recuperadoACOMAYO,positivoANTA,positivo_rapidaANTA,positivo_molecularANTA,muestraANTA,muestra_rapidaANTA,muestra_molecularANTA,sintomaticosANTA,defuncionesANTA,inicioANTA,inicio_molecularANTA,inicio_rapidaANTA,recuperadoANTA,positivoCALCA,positivo_rapidaCALCA,positivo_molecularCALCA,muestraCALCA,muestra_rapidaCALCA,muestra_molecularCALCA,sintomaticosCALCA,defuncionesCALCA,inicioCALCA,inicio_molecularCALCA,inicio_rapidaCALCA,recuperadoCALCA,positivoCANAS,positivo_rapidaCANAS,positivo_molecularCANAS,muestraCANAS,muestra_rapidaCANAS,muestra_molecularCANAS,sintomaticosCANAS,defuncionesCANAS,inicioCANAS,inicio_molecularCANAS,inicio_rapidaCANAS,recuperadoCANAS,positivoCANCHIS,positivo_rapidaCANCHIS,positivo_molecularCANCHIS,muestraCANCHIS,muestra_rapidaCANCHIS,muestra_molecularCANCHIS,sintomaticosCANCHIS,defuncionesCANCHIS,inicioCANCHIS,inicio_molecularCANCHIS,inicio_rapidaCANCHIS,recuperadoCANCHIS,positivoCHUMBIVILCAS,positivo_rapidaCHUMBIVILCAS,positivo_molecularCHUMBIVILCAS,muestraCHUMBIVILCAS,muestra_rapidaCHUMBIVILCAS,muestra_molecularCHUMBIVILCAS,sintomaticosCHUMBIVILCAS,defuncionesCHUMBIVILCAS,inicioCHUMBIVILCAS,inicio_molecularCHUMBIVILCAS,inicio_rapidaCHUMBIVILCAS,recuperadoCHUMBIVILCAS,positivoCUSCO,positivo_rapidaCUSCO,positivo_molecularCUSCO,muestraCUSCO,muestra_rapidaCUSCO,muestra_molecularCUSCO,sintomaticosCUSCO,defuncionesCUSCO,inicioCUSCO,inicio_molecularCUSCO,inicio_rapidaCUSCO,recuperadoCUSCO,positivoESPINAR,positivo_rapidaESPINAR,positivo_molecularESPINAR,muestraESPINAR,muestra_rapidaESPINAR,muestra_molecularESPINAR,sintomaticosESPINAR,defuncionesESPINAR,inicioESPINAR,inicio_molecularESPINAR,inicio_rapidaESPINAR,recuperadoESPINAR,positivoLACONVENCION,positivo_rapidaLACONVENCION,positivo_molecularLACONVENCION,muestraLACONVENCION,muestra_rapidaLACONVENCION,muestra_molecularLACONVENCION,sintomaticosLACONVENCION,defuncionesLACONVENCION,inicioLACONVENCION,inicio_molecularLACONVENCION,inicio_rapidaLACONVENCION,recuperadoLACONVENCION,positivoOTRO,positivo_rapidaOTRO,positivo_molecularOTRO,muestraOTRO,muestra_rapidaOTRO,muestra_molecularOTRO,sintomaticosOTRO,defuncionesOTRO,inicioOTRO,inicio_molecularOTRO,inicio_rapidaOTRO,recuperadoOTRO,positivoPARURO,positivo_rapidaPARURO,positivo_molecularPARURO,muestraPARURO,muestra_rapidaPARURO,muestra_molecularPARURO,sintomaticosPARURO,defuncionesPARURO,inicioPARURO,inicio_molecularPARURO,inicio_rapidaPARURO,recuperadoPARURO,positivoPAUCARTAMBO,positivo_rapidaPAUCARTAMBO,positivo_molecularPAUCARTAMBO,muestraPAUCARTAMBO,muestra_rapidaPAUCARTAMBO,muestra_molecularPAUCARTAMBO,sintomaticosPAUCARTAMBO,defuncionesPAUCARTAMBO,inicioPAUCARTAMBO,inicio_molecularPAUCARTAMBO,inicio_rapidaPAUCARTAMBO,recuperadoPAUCARTAMBO,positivoQUISPICANCHI,positivo_rapidaQUISPICANCHI,positivo_molecularQUISPICANCHI,muestraQUISPICANCHI,muestra_rapidaQUISPICANCHI,muestra_molecularQUISPICANCHI,sintomaticosQUISPICANCHI,defuncionesQUISPICANCHI,inicioQUISPICANCHI,inicio_molecularQUISPICANCHI,inicio_rapidaQUISPICANCHI,recuperadoQUISPICANCHI,positivoURUBAMBA,positivo_rapidaURUBAMBA,positivo_molecularURUBAMBA,muestraURUBAMBA,muestra_rapidaURUBAMBA,muestra_molecularURUBAMBA,sintomaticosURUBAMBA,defuncionesURUBAMBA,inicioURUBAMBA,inicio_molecularURUBAMBA,inicio_rapidaURUBAMBA,recuperadoURUBAMBA
2020-08-08,2,1,1,20,0,1,1,0,,,,1,21,17,4,100,0,7,5,1,2,1,1,18,8,7,1,35,0,3,1,0,3,1,1,4,0,0,0,38,0,0,0,0,3,0,0,2,31,28,3,156,0,3,6,2,12,0,0,6,2,2,0,30,0,0,1,0,5,0,0,1,601,448,153,2479,0,234,217,25,162,60,60,447,17,17,0,226,0,0,0,0,1,0,0,10,49,46,3,288,0,7,15,2,22,13,13,94,5,5,0,48,0,0,1,0,6,0,0,14,3,3,0,16,0,0,1,0,2,1,1,,7,5,2,33,0,2,2,0,2,2,2,4,16,14,2,163,0,3,5,0,8,3,3,13,9,9,0,61,0,0,4,0,3,2,2,8
2020-08-09,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,11,0,0,0,1,6,3,3,4,3,3,0,7,0,0,0,0,0,0,0,2,1,1,0,6,0,0,1,0,3,0,0,,12,9,3,72,0,4,7,0,11,1,1,3,1,1,0,25,0,0,1,0,2,0,0,2,96,95,1,362,0,2,11,17,132,47,47,237,15,15,0,108,0,0,1,0,1,0,0,2,27,26,1,98,0,1,7,0,20,11,11,15,5,5,0,14,0,0,1,0,3,0,0,1,3,3,0,22,0,0,0,0,2,1,1,1,1,1,0,2,0,0,0,0,2,2,2,1,5,5,0,98,0,0,0,0,1,0,0,8,3,3,0,7,0,0,2,0,2,1,1,4
2020-08-10,1,1,0,10,0,0,0,0,1,0,0,2,32,31,1,98,0,3,4,0,7,2,2,10,11,10,1,189,0,2,1,0,5,0,0,9,5,5,0,21,0,0,0,0,0,0,0,2,42,42,0,173,0,0,3,1,17,2,2,20,10,10,0,48,0,1,0,0,7,0,0,5,829,728,101,3234,0,187,181,14,298,99,99,661,20,20,0,166,0,0,2,0,9,0,0,17,97,78,19,863,0,48,28,1,29,12,12,57,19,19,0,87,0,0,4,0,4,0,0,13,4,4,0,57,0,0,1,0,4,1,1,5,5,5,0,35,0,0,2,0,4,2,2,3,45,42,3,234,0,8,10,0,10,1,1,16,15,14,1,83,0,1,2,0,7,2,2,10
2020-08-11,1,1,0,10,0,0,0,0,,,,3,28,27,1,146,0,6,2,0,4,2,2,12,11,7,4,77,0,6,4,0,1,0,0,14,2,2,0,20,0,0,0,0,1,0,0,,35,29,6,166,0,10,6,3,8,3,3,12,8,8,0,58,0,0,4,0,7,0,0,4,1029,882,147,3568,0,254,270,19,122,41,41,520,19,19,0,194,0,0,2,0,1,0,0,17,95,86,9,517,0,15,22,1,12,3,3,76,19,19,0,95,0,0,1,0,4,0,0,21,8,7,1,55,0,3,1,0,1,1,1,3,2,1,1,60,0,2,2,0,3,1,1,1,41,32,9,255,0,9,14,0,2,1,1,8,22,21,1,91,0,3,2,0,3,2,2,9
2020-08-12,3,3,0,14,0,0,0,0,2,0,0,6,21,17,4,85,0,5,9,0,5,1,1,24,9,7,2,40,0,2,4,0,3,2,2,9,1,1,0,16,0,0,1,0,,,,2,41,40,1,248,0,1,5,2,13,2,2,14,21,21,0,85,0,0,7,0,4,0,0,6,734,648,86,2916,0,136,174,13,146,66,66,602,25,25,0,172,0,0,1,0,1,0,0,13,80,63,17,468,0,44,28,3,15,7,7,100,23,23,0,75,0,0,4,0,7,0,0,14,9,9,0,51,0,0,4,2,0,0,0,5,3,3,0,49,0,0,0,0,3,1,1,2,35,33,2,165,0,3,4,0,6,1,1,25,26,26,0,78,0,0,0,0,1,0,0,11
2020-08-13,2,2,0,14,0,0,0,0,,,,1,26,20,6,127,0,6,8,0,1,0,0,11,16,16,0,51,0,0,2,0,2,0,0,8,2,2,0,18,0,0,0,0,,,,3,75,74,1,228,0,3,9,2,15,1,1,18,10,10,0,84,0,0,2,0,7,0,0,4,793,728,65,2847,0,117,141,21,105,46,46,676,5,5,0,197,0,0,0,1,1,0,0,15,89,59,30,489,0,87,34,5,12,4,4,75,7,7,0,50,0,0,1,0,2,0,0,15,4,4,0,17,0,0,0,0,1,1,1,4,2,2,0,28,0,0,0,0,3,1,1,4,29,28,1,155,0,2,2,0,6,2,2,19,28,28,0,153,0,0,4,0,1,0,0,21
2020-08-14,2,2,0,12,0,0,0,0,1,0,0,1,27,26,1,133,0,2,5,0,0,0,0,20,13,12,1,114,0,4,0,1,2,1,1,6,4,3,1,18,0,4,1,0,4,0,0,8,42,42,0,263,0,1,4,1,9,0,0,16,12,12,0,117,0,1,3,0,4,0,0,4,791,686,105,2924,0,171,184,24,165,67,67,661,10,9,1,158,0,1,3,2,1,0,0,7,96,72,24,513,0,64,29,0,25,14,14,92,16,16,0,60,0,0,2,0,3,0,0,18,4,4,0,30,0,2,1,1,1,0,0,3,11,6,5,33,0,5,5,0,3,2,2,10,33,32,1,211,0,4,2,0,4,0,0,19,26,26,0,143,0,1,1,0,6,2,2,18
2020-08-15,5,5,0,14,0,0,0,0,2,0,0,3,20,20,0,81,0,0,2,2,5,5,5,42,22,20,2,98,0,3,4,0,3,1,1,8,3,3,0,7,0,0,0,0,1,0,0,3,42,41,1,160,0,3,4,1,9,1,1,21,10,10,0,36,0,0,3,0,4,0,0,5,685,567,118,2496,0,198,171,23,205,58,58,496,21,21,0,89,0,0,1,1,1,0,0,18,85,64,21,312,0,53,37,2,30,13,13,53,18,18,0,56,0,0,2,0,3,0,0,5,2,0,2,18,0,6,2,0,1,0,0,4,6,6,0,31,0,0,2,0,7,5,5,8,28,28,0,149,0,1,1,1,7,1,1,16,14,13,1,61,0,2,2,0,6,1,1,10
2020-08-16,0,0,0,9,0,0,0,0,,,,,2,2,0,11,0,0,0,0,2,1,1,2,2,2,0,13,0,0,0,0,1,0,0,3,1,1,0,6,0,0,1,0,1,0,0,2,18,17,1,113,0,3,0,3,5,3,3,6,16,16,0,54,0,0,0,0,8,1,1,1,83,83,0,340,0,0,11,25,91,37,37,121,2,2,0,27,0,0,0,0,3,0,0,15,15,15,0,142,0,0,7,0,17,12,12,26,3,3,0,15,0,0,1,0,4,0,0,7,2,2,0,55,0,0,1,1,1,0,0,3,2,2,0,9,0,0,0,0,2,2,2,1,6,6,0,28,0,0,0,2,6,3,3,4,5,5,0,12,0,0,0,0,2,0,0,2
2020-08-17,2,2,0,24,0,0,0,0,0,0,0,1,44,40,4,171,0,9,6,0,6,3,3,25,74,73,1,389,0,2,4,0,2,1,1,15,0,0,0,29,0,0,0,0,0,0,0,5,58,58,0,262,0,0,6,1,11,1,1,38,16,16,0,84,0,0,8,0,3,1,1,9,868,800,68,3248,0,120,145,25,147,49,49,776,37,37,0,292,0,0,3,1,0,0,0,17,57,49,8,580,0,17,14,0,17,11,11,88,21,21,0,69,0,0,5,0,3,0,0,15,4,4,0,23,0,1,0,0,1,0,0,4,7,7,0,43,0,0,2,0,2,0,0,6,31,30,1,158,0,2,5,0,5,2,2,35,20,14,6,124,0,10,9,0,2,0,0,20
2020-08-18,4,4,0,19,0,3,0,0,,,,,19,16,3,85,0,4,6,1,2,1,1,25,12,11,1,101,0,3,2,0,2,1,1,10,9,9,0,39,0,0,1,1,1,0,0,1,43,42,1,210,0,4,14,0,10,1,1,31,6,6,0,51,0,0,3,0,3,0,0,8,818,708,110,3022,0,199,218,19,152,66,66,855,20,20,0,159,0,0,1,1,2,0,0,17,73,61,12,348,0,36,22,2,17,9,9,70,25,25,0,78,0,0,6,0,1,0,0,16,2,2,0,9,0,3,0,0,1,0,0,5,10,4,6,42,0,9,5,0,8,3,3,,40,35,5,250,0,11,7,0,3,0,0,33,14,11,3,73,0,3,2,1,2,1,1,16
2020-08-19,9,9,0,40,0,0,2,0,,,,2,24,22,2,92,0,3,4,1,2,1,1,20,18,17,1,84,0,5,1,0,0,0,0,8,6,6,0,28,0,0,1,0,0,0,0,,47,46,1,223,0,1,11,1,8,1,1,31,9,9,0,53,0,0,6,1,2,1,1,23,1084,966,118,3492,0,207,210,22,86,35,35,752,20,20,0,129,0,0,4,0,0,0,0,23,96,73,23,451,0,80,32,1,18,10,10,63,32,32,0,75,0,0,8,0,5,0,0,23,8,8,0,22,0,0,0,0,0,0,0,9,11,8,3,40,0,4,4,0,,,,7,57,57,0,180,0,0,1,1,1,1,1,35,25,24,1,106,0,1,3,0,2,1,1,22
2020-08-20,3,3,0,34,0,0,0,0,1,0,0,1,68,63,5,350,0,9,6,0,11,11,11,23,18,15,3,89,0,6,3,0,3,0,0,11,5,5,0,18,0,0,1,0,3,0,0,1,37,36,1,207,0,2,9,1,16,3,3,62,24,24,0,61,0,0,6,1,9,0,0,9,1228,1092,136,4516,0,226,218,27,184,80,80,829,11,11,0,118,0,0,0,0,2,0,0,7,68,68,0,406,0,0,7,0,27,15,15,71,15,15,0,124,0,0,1,0,2,0,0,9,4,4,0,26,0,1,0,0,0,0,0,4,7,3,4,26,0,6,4,0,6,2,2,2,163,160,3,880,0,8,18,0,4,1,1,27,33,32,1,168,0,2,4,0,3,0,0,32
2020-08-21,5,5,0,24,0,0,0,0,,,,2,92,92,0,471,0,2,2,0,5,1,1,29,12,12,0,62,0,0,1,0,1,1,1,11,4,4,0,21,0,0,0,0,1,0,0,4,77,74,3,262,0,5,6,2,6,1,1,35,25,25,0,59,0,0,13,0,1,0,0,6,1093,1071,22,4084,0,49,154,22,84,40,40,783,34,34,0,169,0,0,2,0,0,0,0,11,105,104,1,493,0,2,11,0,21,13,13,94,23,23,0,94,0,0,0,0,3,0,0,16,5,3,2,29,0,5,3,0,1,1,1,4,9,9,0,53,0,1,0,0,1,1,1,5,89,89,0,439,0,2,2,1,1,0,0,30,48,48,0,201,0,0,6,1,3,1,1,21
2020-08-22,14,14,0,49,0,0,1,0,,,,5,80,77,3,397,0,3,3,0,1,1,1,19,7,7,0,50,0,2,1,0,3,2,2,11,1,1,0,13,0,0,0,0,0,0,0,3,53,48,5,196,0,10,7,3,2,2,2,41,7,7,0,45,0,0,2,0,1,0,0,9,1008,920,88,3536,0,153,212,15,85,39,39,731,12,12,0,64,0,0,2,0,1,0,0,22,84,57,27,339,0,87,29,1,14,9,9,65,17,17,0,95,0,0,4,0,5,0,0,13,4,4,0,10,0,0,0,0,,,,,13,12,1,45,0,2,1,0,2,1,1,7,107,106,1,385,0,3,6,0,2,0,0,30,60,58,2,280,0,2,4,0,2,0,0,11
2020-08-23,0,0,0,4,0,0,0,0,,,,,34,34,0,191,0,0,0,0,4,2,2,2,2,2,0,13,0,0,0,0,1,0,0,1,1,1,0,10,0,0,0,0,,,,1,4,4,0,23,0,0,1,0,8,3,3,18,13,13,0,55,0,0,0,0,,,,14,160,160,0,619,0,0,17,14,65,21,21,70,1,1,0,18,0,0,1,0,2,0,0,2,36,36,0,148,0,0,4,0,21,4,4,16,8,8,0,42,0,0,1,0,1,0,0,3,1,1,0,6,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,2,1,1,2,53,53,0,256,0,0,1,1,2,0,0,4,3,3,0,12,0,0,3,0,0,0,0,3
2020-08-24,4,4,0,11,0,0,1,0,,,,1,31,30,1,134,0,1,2,1,3,2,2,40,34,33,1,113,0,1,3,0,1,0,0,43,6,6,0,21,0,0,2,0,0,0,0,1,67,67,0,205,0,0,6,2,3,0,0,46,11,9,2,68,0,3,5,0,2,0,0,15,2552,2487,65,7470,0,141,394,11,89,20,20,904,26,26,0,134,0,1,0,0,0,0,0,38,73,60,13,387,0,58,32,0,24,16,16,74,67,67,0,166,0,0,8,0,1,0,0,24,8,8,0,56,0,1,2,0,0,0,0,5,8,8,0,52,0,0,2,0,2,0,0,7,74,72,2,252,0,3,5,1,4,3,3,37,26,26,0,97,0,0,3,0,1,1,1,15
2020-08-25,4,4,0,17,0,0,0,0,,,,4,21,19,2,85,0,5,3,1,1,1,1,22,21,16,5,118,0,12,5,0,1,0,0,14,1,1,0,32,0,0,0,0,,,,10,119,119,0,386,0,0,7,1,5,0,0,46,9,9,0,69,0,0,4,0,3,0,0,5,725,672,53,2752,0,114,126,14,85,21,21,1002,18,18,0,105,0,0,4,0,1,1,1,20,82,80,2,446,0,6,13,0,10,8,8,92,29,29,0,98,0,0,3,0,2,0,0,25,3,3,0,52,0,0,1,0,,,,5,12,5,7,37,0,9,7,0,2,2,2,6,36,35,1,199,0,6,2,0,8,1,1,48,33,32,1,128,0,1,3,0,1,0,0,17
2020-08-26,1,1,0,23,0,0,0,0,,,,10,26,19,7,84,0,11,10,0,1,0,0,28,43,42,1,214,0,2,4,0,3,1,1,18,7,7,0,28,0,0,0,0,1,0,0,6,39,39,0,176,0,0,3,0,3,0,0,55,7,7,0,51,0,0,3,0,0,0,0,7,799,711,88,2641,0,137,141,14,56,18,18,1072,21,21,0,157,0,0,3,0,,,,22,75,73,2,413,0,5,15,0,19,6,6,92,25,25,0,79,0,0,8,0,1,0,0,35,7,3,4,37,0,5,4,0,,,,8,5,5,0,36,0,0,0,0,0,0,0,9,34,31,3,187,0,5,4,1,2,1,1,54,12,12,0,58,0,0,2,0,2,0,0,30
2020-08-27,5,5,0,46,0,0,0,0,,,,4,24,24,0,115,0,0,4,0,0,0,0,65,46,46,0,312,0,0,0,0,0,0,0,17,3,3,0,10,0,0,0,0,,,,7,57,57,0,209,0,0,8,2,2,0,0,52,21,21,0,66,0,0,11,0,3,0,0,25,792,779,13,2777,0,28,69,18,51,16,16,1194,18,18,0,127,0,0,1,0,,,,11,86,67,19,449,0,46,28,0,16,11,11,109,52,52,0,195,0,0,6,0,1,0,0,13,2,2,0,20,0,0,0,0,0,0,0,3,11,8,3,34,0,4,4,0,3,2,2,3,24,24,0,220,0,1,0,0,6,4,4,147,25,25,0,113,0,0,2,1,,,,30
2020-08-28,2,2,0,29,0,0,0,0,,,,4,26,19,7,116,0,8,7,2,1,0,0,76,47,47,0,199,0,1,0,1,1,0,0,13,6,6,0,27,0,0,3,0,,,,5,55,48,7,249,0,12,19,1,9,2,2,67,10,9,1,39,0,2,1,0,2,0,0,29,962,868,94,4079,0,253,170,17,55,18,18,1196,16,16,0,138,0,1,1,0,,,,32,87,42,45,359,0,49,54,0,15,9,9,137,33,33,0,167,0,0,3,0,0,0,0,27,9,9,0,47,0,0,1,0,,,,1,3,3,0,31,0,1,0,0,0,0,0,13,94,93,1,405,0,2,4,0,4,2,2,91,41,38,3,165,0,5,3,0,0,0,0,51
2020-08-29,2,2,0,34,0,0,1,0,,,,14,11,9,2,64,0,8,2,0,2,2,2,61,5,5,0,53,0,0,0,0,,,,18,4,4,0,45,0,1,0,0,1,0,0,1,54,49,5,194,0,5,8,1,5,1,1,48,8,8,0,60,0,0,4,0,1,0,0,7,554,500,54,2680,0,168,94,16,41,21,21,1067,16,16,0,112,0,0,1,0,,,,8,59,49,10,343,0,47,19,0,11,5,5,84,33,33,0,134,0,0,2,0,0,0,0,22,4,4,0,30,0,0,0,0,,,,6,2,2,0,24,0,1,1,0,1,1,1,10,27,26,1,157,0,3,3,1,3,0,0,99,13,12,1,106,0,3,1,0,0,0,0,59
2020-08-30,0,0,0,7,0,0,0,0,0,0,0,,0,0,0,7,0,0,0,1,2,1,1,30,0,0,0,16,0,0,0,1,1,0,0,3,1,1,0,6,0,0,1,0,1,0,0,1,7,7,0,26,0,0,1,0,2,1,1,10,4,4,0,43,0,0,0,0,1,0,0,8,81,81,0,458,0,0,10,13,37,14,14,169,1,1,0,12,0,0,0,1,,,,1,15,15,0,67,0,0,3,0,18,11,11,33,7,7,0,26,0,0,0,0,2,0,0,7,0,0,0,4,0,0,0,1,,,,1,0,0,0,4,0,0,0,0,2,1,1,,4,4,0,22,0,0,0,1,1,1,1,50,4,4,0,21,0,0,0,0,2,1,1,5
2020-08-31,2,2,0,18,0,0,0,0,,,,4,13,13,0,113,0,1,2,1,5,3,3,40,34,33,1,142,0,2,2,1,0,0,0,60,7,7,0,32,0,0,1,0,,,,5,82,82,0,335,0,0,5,2,5,0,0,75,36,36,0,192,0,0,9,0,1,0,0,12,682,639,43,3002,0,127,112,17,38,15,15,2544,33,33,0,176,0,0,0,0,0,0,0,27,86,76,10,495,0,28,23,0,9,5,5,63,11,11,0,67,0,0,2,0,2,0,0,66,4,4,0,38,0,0,0,0,,,,9,11,6,5,57,0,7,6,0,1,0,0,8,43,42,1,232,0,2,4,2,2,1,1,62,16,15,1,91,0,1,2,0,2,0,0,34
2020-09-01,15,15,0,170,0,1,0,0,1,0,0,5,21,17,4,97,0,7,4,0,10,3,3,18,15,15,0,130,0,0,2,0,1,1,1,16,8,8,0,61,0,0,0,0,1,0,0,1,61,61,0,315,0,0,5,1,8,1,1,104,30,30,0,64,0,0,6,0,2,0,0,7,574,543,31,2558,0,115,81,5,96,26,26,798,24,24,0,158,0,0,0,0,0,0,0,17,62,61,1,372,0,1,13,1,29,7,7,90,15,15,0,77,0,0,2,0,6,0,0,30,3,3,0,83,0,1,0,0,3,0,0,3,10,10,0,59,0,0,0,0,2,0,0,10,37,34,3,169,0,4,7,0,2,0,0,42,23,22,1,77,0,4,8,0,5,1,1,31
2020-09-02,9,9,0,66,0,1,1,0,2,2,2,1,11,9,2,84,0,3,2,1,4,3,3,20,18,18,0,121,0,2,1,0,0,0,0,43,6,6,0,35,0,0,0,0,0,0,0,7,45,43,2,203,0,8,8,0,3,1,1,37,17,17,0,67,0,0,4,0,3,0,0,8,526,503,23,2309,0,84,69,10,38,11,11,883,33,33,0,234,0,0,1,0,2,0,0,20,67,43,24,343,0,60,28,1,14,6,6,96,17,17,0,71,0,0,6,0,2,0,0,24,23,22,1,198,0,1,1,0,0,0,0,3,8,8,0,47,0,0,2,0,1,0,0,8,36,34,2,156,0,4,6,1,1,0,0,37,21,21,0,132,0,2,2,0,1,1,1,16
2020-09-03,8,8,0,67,0,0,0,0,0,0,0,5,42,41,1,179,0,2,4,0,5,1,1,35,11,10,1,71,0,2,2,1,0,0,0,50,1,1,0,13,0,0,0,0,0,0,0,3,29,29,0,132,0,0,3,0,5,1,1,53,3,3,0,56,0,0,0,0,2,0,0,19,496,476,20,2158,0,100,76,4,24,10,10,962,14,14,0,131,0,0,0,0,1,0,0,15,51,50,1,405,0,8,6,0,8,2,2,68,17,17,0,69,0,0,3,0,1,0,0,52,7,7,0,29,0,1,3,0,0,0,0,2,8,5,3,40,0,4,3,0,,,,12,20,15,5,135,0,5,6,0,0,0,0,41,26,26,0,143,0,1,2,0,3,0,0,26
2020-09-04,3,3,0,33,0,0,0,0,,,,3,12,12,0,112,0,1,0,0,1,0,0,40,8,8,0,78,0,2,0,0,0,0,0,47,2,2,0,14,0,0,0,0,,,,4,56,55,1,155,0,1,5,0,1,0,0,63,14,14,0,51,0,1,4,0,3,0,0,9,489,463,26,2137,0,127,91,4,29,11,11,930,17,16,1,196,0,1,1,1,0,0,0,17,81,67,14,438,0,29,28,0,15,8,8,43,12,12,0,66,0,0,2,0,,,,29,4,4,0,19,0,1,0,0,0,0,0,12,4,3,1,31,0,5,1,0,,,,5,28,28,0,215,0,4,0,0,2,1,1,87,19,19,0,117,0,4,2,0,,,,34
2020-09-05,0,0,0,4,0,0,0,0,1,1,1,2,8,8,0,77,0,1,1,0,3,2,2,33,5,5,0,44,0,0,0,0,0,0,0,6,3,3,0,59,0,0,1,0,0,0,0,4,30,27,3,127,0,5,5,0,4,3,3,58,5,5,0,29,0,1,1,0,2,0,0,7,336,312,24,1631,0,101,80,9,30,13,13,604,9,9,0,163,0,0,0,0,0,0,0,20,45,40,5,334,0,15,11,0,13,7,7,74,14,14,0,56,0,0,4,0,0,0,0,34,2,2,0,28,0,0,0,0,0,0,0,3,1,1,0,17,0,0,0,0,0,0,0,5,18,18,0,127,0,1,2,0,6,4,4,38,10,10,0,84,0,3,0,1,0,0,0,17
2020-09-06,1,1,0,6,0,0,0,0,0,0,0,,1,1,0,32,0,0,0,0,1,1,1,4,1,1,0,23,0,0,0,0,0,0,0,,0,0,0,8,0,0,0,0,0,0,0,1,11,11,0,65,0,0,2,0,3,0,0,5,7,7,0,15,0,0,1,0,,,,9,66,66,0,622,0,0,2,6,20,10,10,96,1,1,0,12,0,0,0,0,,,,1,10,10,0,129,0,0,2,0,8,6,6,20,6,6,0,25,0,0,2,0,,,,8,0,0,0,7,0,0,0,0,0,0,0,,1,1,0,14,0,0,0,0,0,0,0,,5,5,0,48,0,0,0,0,0,0,0,8,5,5,0,36,0,0,0,0,1,1,1,3
2020-09-07,2,2,0,26,0,1,0,0,,,,3,155,152,3,464,0,5,18,0,1,1,1,15,79,79,0,297,0,1,0,0,0,0,0,29,2,2,0,21,0,0,0,0,,,,7,43,42,1,199,0,1,6,0,3,1,1,86,47,47,0,128,0,0,5,0,3,0,0,29,593,578,15,2364,0,77,73,2,36,14,14,807,19,19,0,231,0,0,1,0,,,,30,58,38,20,368,0,104,30,0,7,4,4,88,35,35,0,98,0,0,2,0,0,0,0,11,0,0,0,17,0,0,0,0,,,,4,8,8,0,46,0,0,2,0,0,0,0,4,73,73,0,306,0,1,0,0,4,1,1,52,123,121,2,412,0,3,6,0,1,1,1,14
2020-09-08,3,3,0,15,0,0,0,0,1,0,0,13,16,14,2,100,0,3,2,0,1,1,1,22,4,4,0,95,0,0,0,0,1,0,0,19,2,2,0,25,0,2,1,0,0,0,0,7,85,85,0,366,0,0,4,0,5,1,1,76,7,7,0,57,0,0,2,0,,,,28,960,939,21,3664,0,96,107,8,26,11,11,614,17,17,0,135,0,1,0,0,1,0,0,25,34,34,0,484,0,0,5,1,7,2,2,67,32,32,0,113,0,0,1,0,2,0,0,17,6,6,0,44,0,1,0,0,0,0,0,3,7,7,0,32,0,1,0,0,0,0,0,17,58,58,0,258,0,1,2,0,1,1,1,37,42,42,0,173,0,1,0,0,1,1,1,27
2020-09-09,8,7,1,28,0,1,1,0,1,1,1,6,23,16,7,85,0,12,7,0,0,0,0,18,11,11,0,135,0,4,0,0,0,0,0,21,8,8,0,30,0,0,0,0,0,0,0,5,39,36,3,241,0,5,6,1,1,0,0,48,16,16,0,62,0,0,5,0,1,0,0,13,640,628,12,3168,0,93,62,6,24,6,6,613,9,9,0,166,0,0,0,0,1,0,0,34,49,37,12,344,0,51,21,0,7,2,2,54,28,28,0,105,0,0,9,0,1,0,0,16,5,5,0,26,0,1,0,0,,,,24,5,5,0,27,0,0,0,0,0,0,0,7,22,18,4,159,0,7,5,0,1,1,1,37,22,21,1,138,0,6,2,0,0,0,0,19
2020-09-10,4,4,0,23,0,1,0,0,1,1,1,4,16,13,3,68,0,6,3,0,2,0,0,42,9,9,0,63,0,0,0,0,0,0,0,13,6,6,0,31,0,0,1,0,2,1,1,1,34,34,0,212,0,3,0,0,4,1,1,35,2,2,0,30,0,1,0,0,,,,5,479,462,17,2303,0,110,54,10,37,19,19,522,24,24,0,135,0,0,0,0,3,2,2,16,53,43,10,353,0,40,16,0,18,4,4,67,12,12,0,64,0,0,0,0,1,0,0,18,13,13,0,230,0,0,0,0,0,0,0,7,3,3,0,19,0,0,1,0,2,2,2,7,24,23,1,132,0,3,2,0,0,0,0,14,26,25,1,119,0,2,3,0,1,1,1,31
