fecha,positivo,positivo_rapida,positivo_molecular,positivo_antigenica,muestra,muestra_rapida,muestra_molecular,muestra_antigenica,sintomaticos,defunciones,inicio,inicio_molecular,inicio_rapida,inicio_antigenica,recuperado,total_positivo,total_positivo_rapida,total_positivo_molecular,total_positivo_antigenica,total_muestra,total_muestra_rapida,total_muestra_molecular,total_muestra_antigenica,total_recuperado,total_sintomaticos,total_defunciones,total_inicio,total_inicio_molecular,total_inicio_rapida,total_inicio_antigenica,posi,posi_rapida,posi_molecular,posi_antigenica,dias,primera_ola_positivo,segunda_ola_positivo,primera_ola_defunciones,segunda_ola_defunciones,primera_ola_tasamolecular,segunda_ola_tasamolecular
2020-07-21,419,294,125,0,3403,3219,180,0,157,4,199,110,110,0,239,7304,6214,1090,0,121424,118673,2640,0,4784,1693,111,4015,1835,1835,36,.12312666,.091332711,.69444442,,138,0,,16,,.83333331,
2020-07-22,421,306,115,0,3666,3461,187,0,165,18,235,128,128,0,180,7725,6520,1205,0,125090,122134,2827,0,4964,1858,129,4250,1963,1963,36,.11483906,.088413753,.61497325,,139,0,,7,,.40000001,
2020-07-23,373,323,50,0,3358,3288,61,0,108,9,175,95,95,0,274,8098,6843,1255,0,128448,125422,2888,0,5238,1966,138,4425,2058,2058,36,.11107802,.098236009,.81967211,,140,0,,,,.4759036,
2020-07-24,466,384,82,0,4421,4282,133,0,135,6,204,119,119,0,301,8564,7227,1337,0,132869,129704,3021,0,5539,2101,144,4629,2177,2177,36,.10540602,.089677721,.61654133,,141,0,,,,.43103448,
2020-07-25,523,377,146,0,3218,2967,239,0,190,12,262,124,124,2,224,9087,7604,1483,0,136087,132671,3260,0,5763,2291,156,4891,2301,2301,38,.1625233,.12706438,.61087865,,142,0,,,,.5147059,
2020-07-26,226,119,107,0,1070,895,166,0,128,9,245,130,130,0,51,9313,7723,1590,0,137157,133566,3426,0,5814,2419,165,5136,2431,2431,38,.21121496,.1329609,.64457834,,143,0,,,,.56043959,
2020-07-27,532,476,56,0,4249,4147,85,0,151,17,339,174,174,1,333,9845,8199,1646,0,141406,137713,3511,0,6147,2570,182,5475,2605,2605,39,.12520593,.11478177,.65882355,,144,0,,,,.51813471,
2020-07-28,336,317,19,0,2254,2174,57,0,65,23,323,137,137,2,342,10181,8516,1665,0,143660,139887,3568,0,6489,2635,205,5798,2742,2742,41,.14906833,.14581417,.33333334,,145,0,,,,.66891891,
2020-07-29,686,535,151,0,4043,3787,244,0,226,12,223,106,106,1,372,10867,9051,1816,0,147703,143674,3812,0,6861,2861,217,6021,2848,2848,42,.16967598,.14127277,.61885244,,146,0,,,,.49612403,
2020-07-30,694,530,164,0,4515,4235,257,0,248,23,211,104,104,1,321,11561,9581,1980,0,152218,147909,4069,0,7182,3109,240,6232,2952,2952,43,.15370986,.12514758,.63813227,,147,0,,,,.43589744,
2020-07-31,721,619,102,0,5051,4850,168,0,185,33,208,106,106,0,404,12282,10200,2082,0,157269,152759,4237,0,7586,3294,273,6440,3058,3058,43,.142744,.12762886,.60714287,,148,0,,,,.431694,
2020-08-01,593,534,59,0,3733,3615,90,0,118,28,514,204,204,1,378,12875,10734,2141,0,161002,156374,4327,0,7964,3412,301,6954,3262,3262,44,.15885347,.14771785,.65555555,,149,0,,,,.37113401,
2020-08-02,188,187,1,0,1040,1017,1,0,56,22,217,84,84,2,102,13063,10921,2142,0,162042,157391,4328,0,8066,3468,323,7171,3346,3346,46,.18076923,.18387415,1,,150,0,,,,.49519232,
2020-08-03,905,799,106,0,5302,5113,170,0,203,19,252,75,75,2,461,13968,11720,2248,0,167344,162504,4498,0,8527,3671,342,7423,3421,3421,48,.17069031,.15626833,.62352943,,151,0,,,,,
2020-08-04,862,805,57,0,5116,5006,89,0,162,21,205,73,73,3,434,14830,12525,2305,0,172460,167510,4587,0,8961,3833,363,7628,3494,3494,51,.16849101,.16080703,.64044946,,152,0,,,,.4180328,
2020-08-05,839,685,154,0,4248,4025,208,0,284,15,260,78,78,1,581,15669,13210,2459,0,176708,171535,4795,0,9542,4117,378,7888,3572,3572,52,.19750471,.17018634,.74038464,,153,0,,,,.54424781,
2020-08-06,879,715,164,0,4710,4425,259,0,250,26,201,79,79,3,527,16548,13925,2623,0,181418,175960,5054,0,10069,4367,404,8089,3651,3651,55,.1866242,.16158192,.63320464,,154,0,,,,.46078432,
2020-08-07,917,797,120,0,4603,4373,203,0,234,27,205,95,95,2,632,17465,14722,2743,0,186021,180333,5257,0,10701,4601,431,8294,3746,3746,57,.1992179,.18225475,.591133,,155,0,,,,.44936708,
2020-08-08,771,602,169,0,3692,3404,258,0,259,30,233,84,84,1,622,18236,15324,2912,0,189713,183737,5515,0,11323,4860,461,8527,3830,3830,58,.20882991,.17685077,.65503877,,156,0,,,,.55882353,
2020-08-09,173,168,5,0,834,809,7,0,31,18,184,64,64,1,281,18409,15492,2917,0,190547,184546,5522,0,11604,4891,479,8711,3894,3894,59,.20743406,.20766379,.71428573,,157,0,,,,.37640449,
2020-08-10,1135,1009,126,0,5298,5032,250,0,238,16,404,122,122,0,830,19544,16501,3043,0,195845,189578,5772,0,12434,5129,495,9115,4016,4016,59,.21423179,.20051669,.50400001,,158,0,,,,0,
2020-08-11,1318,1141,177,0,5299,4981,295,0,328,23,170,54,54,1,700,20862,17642,3220,0,201144,194559,6067,0,13134,5457,518,9285,4070,4070,60,.24872617,.22907047,.60000002,,159,0,,,,.47368422,
2020-08-12,1031,918,113,0,4452,4250,182,0,242,20,205,79,79,0,833,21893,18560,3333,0,205596,198809,6249,0,13967,5699,538,9490,4149,4149,60,.23158132,.21600001,.62087911,,160,0,,,,.5089286,
2020-08-13,1088,985,103,0,4451,4213,209,0,203,29,159,55,55,3,876,22981,19545,3436,0,210047,203022,6458,0,14843,5902,567,9649,4204,4204,63,.24443945,.23380014,.49282297,,161,0,,,,.4519774,
2020-08-14,1087,948,139,0,4723,4441,253,0,240,29,229,86,86,1,882,24068,20493,3575,0,214770,207463,6711,0,15725,6142,596,9878,4290,4290,64,.23015033,.21346544,.54940712,,162,0,,,,.34693879,
2020-08-15,961,816,145,0,3597,3309,258,0,232,30,288,86,86,1,692,25029,21309,3720,0,218367,210772,6969,0,16417,6374,626,10166,4376,4376,65,.26716709,.24660018,.56201553,,163,0,,,,.4520548,
2020-08-16,157,156,1,0,834,800,3,0,20,31,144,59,59,1,193,25186,21465,3721,0,219201,211572,6972,0,16610,6394,657,10310,4435,4435,66,.18824939,.19499999,.33333334,,164,0,,,,.58394158,
2020-08-17,1237,1149,88,0,5487,5304,156,0,207,27,205,72,72,2,1053,26423,22614,3809,0,224688,216876,7128,0,17663,6601,684,10515,4507,4507,68,.22544195,.21662895,.56410259,,165,0,,,,0,
2020-08-18,1094,954,140,0,4474,4184,265,0,286,25,206,82,82,1,1087,27517,23568,3949,0,229162,221060,7393,0,18750,6887,709,10721,4589,4589,69,.24452391,.22801147,.52830189,,166,0,,,,.54074073,
2020-08-19,1446,1297,149,0,5007,4687,293,0,287,27,127,50,50,3,1018,28963,24865,4098,0,234169,225747,7686,0,19768,7174,736,10848,4639,4639,72,.28879568,.27672285,.5085324,,167,0,,,,.39444444,
2020-08-20,1686,1532,154,0,7016,6735,252,0,278,29,274,113,113,2,1088,30649,26397,4252,0,241185,232482,7938,0,20856,7452,765,11122,4752,4752,74,.24030787,.22746845,.6111111,,168,0,,,,.45625001,
2020-08-21,1621,1593,28,0,6458,6368,64,0,200,26,127,57,57,0,1050,32270,27990,4280,0,247643,238850,8002,0,21906,7652,791,11249,4809,4809,74,.25100651,.25015703,.4375,,169,0,,,,.47857141,
2020-08-22,1464,1340,124,0,5494,5223,252,0,269,19,121,54,54,3,967,33734,29330,4404,0,253137,244073,8254,0,22873,7921,810,11370,4863,4863,77,.26647252,.25655752,.49206349,,170,0,,,,,
2020-08-23,316,316,0,0,1403,1388,0,0,28,15,106,31,31,0,138,34050,29646,4404,0,254540,245461,8254,0,23011,7949,825,11476,4894,4894,77,.22523165,.22766571,,,171,0,,,,,
2020-08-24,2987,2904,83,0,9160,8941,204,0,463,15,130,42,42,0,1249,37037,32550,4487,0,263700,254402,8458,0,24260,8412,840,11606,4936,4936,77,.32609171,.32479587,.40686274,,172,0,,,,,
2020-08-25,1113,1042,71,0,4516,4353,147,0,178,16,119,34,34,0,1314,38150,33592,4558,0,268216,258755,8605,0,25574,8590,856,11725,4970,4970,77,.24645704,.23937514,.48299319,,173,0,,,,,
2020-08-26,1101,996,105,0,4182,4004,163,0,198,15,92,28,28,0,1446,39251,34588,4663,0,272398,262759,8768,0,27020,8788,871,11817,4998,4998,77,.26327115,.24875125,.64417177,,174,0,,,,,
2020-08-27,1166,1131,35,0,4687,4591,75,0,133,21,83,33,33,0,1681,40417,35719,4698,0,277085,267350,8843,0,28701,8921,892,11900,5031,5031,77,.2487732,.24635155,.46666667,,175,0,,,,,
2020-08-28,1391,1233,158,0,6038,5695,322,0,265,21,91,32,32,2,1742,41808,36952,4856,0,283123,273045,9165,0,30443,9186,913,11991,5063,5063,79,.23037429,.21650571,.49068323,,176,0,,,,,
2020-08-29,791,719,72,0,4027,3780,229,0,135,18,65,29,29,1,1504,42599,37671,4928,0,287150,276825,9394,0,31947,9321,931,12056,5092,5092,80,.19642414,.19021164,.31441048,,177,0,,,,,
2020-08-30,124,124,0,0,718,700,0,0,15,18,69,30,30,0,318,42723,37795,4928,0,287868,277525,9394,0,32265,9336,949,12125,5122,5122,80,.17270195,.17714286,,,178,0,,,,,
2020-08-31,1059,999,60,0,4987,4798,166,0,167,23,65,24,24,0,3009,43782,38794,4988,0,292855,282323,9560,0,35274,9503,972,12190,5146,5146,80,.21235211,.20821175,.36144578,,179,0,,,,,
2020-09-01,898,858,40,0,4382,4248,127,0,128,7,168,39,39,0,1171,44680,39652,5028,0,297237,286571,9687,0,36445,9631,979,12358,5185,5185,80,.20492926,.2019774,.31496063,,180,0,,,,,
2020-09-02,837,783,54,0,4059,3886,160,0,131,13,72,24,24,0,1203,45517,40435,5082,0,301296,290457,9847,0,37648,9762,992,12430,5209,5209,80,.20620842,.20149253,.33750001,,181,0,,,,,
2020-09-03,733,702,31,0,3625,3501,119,0,108,5,51,15,15,0,1344,46250,41137,5113,0,304921,293958,9966,0,38992,9870,997,12481,5224,5224,80,.20220689,.20051414,.26050422,,182,0,,,,,
2020-09-04,748,706,42,0,3658,3481,172,0,133,5,52,20,20,1,1323,46998,41843,5155,0,308579,297439,10138,0,40315,10003,1002,12533,5244,5244,81,.20448333,.20281528,.24418604,,183,0,,,,,
2020-09-05,487,455,32,0,2779,2644,125,0,105,10,64,31,31,2,902,47485,42298,5187,0,311358,300083,10263,0,41217,10108,1012,12597,5275,5275,83,.17524289,.17208774,.25600001,,184,0,,,,,
2020-09-06,115,115,0,0,1042,1036,0,0,9,6,35,18,18,2,155,47600,42413,5187,0,312400,301119,10263,0,41372,10117,1018,12632,5293,5293,85,.11036468,.11100386,,,185,0,,,,,
2020-09-07,1237,1196,41,0,4964,4782,180,0,143,2,57,23,23,0,1178,48837,43609,5228,0,317364,305901,10443,0,42550,10260,1020,12689,5316,5316,85,.2491942,.25010455,.22777778,,186,0,,,,,
2020-09-08,1273,1250,23,0,5558,5446,103,0,124,9,47,18,18,0,972,50110,44859,5251,0,322922,311347,10546,0,43522,10384,1029,12736,5334,5334,85,.22903922,.22952625,.22330096,,187,0,,,,,
